Identifier,Label,Description,Created,Modified,History notes,Type,Status,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type,Mapped status
47,Gypsies and travellers,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,655,Gypsy and traveller sites,Service,Live
48,Immigration and asylum,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,650,Accommodation certificates,Service,Live
48,Immigration and asylum,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,77,Asylum seekers support,Service,Live
48,Immigration and asylum,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,915,Nationality checking,Service,Live
48,Immigration and asylum,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,169,Translation and interpreting,Service,Live
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,173,Final warning,Service,Live
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,174,Implementation of orders,Service,Live
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,175,Parenting orders,Service,Live
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,836,Referral orders,Service,Live
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,177,Reparation orders,Service,Live
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1768,Supervision order,Service,Live
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,176,Youth court procedures,Service,Live
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1695,Youth justice plan,Service,Live
49,Youth offending,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,38,Community and living,Community and living,,contains,1598,Youth Rehabilitation Order,Service,Live
50,Council tax and benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,,,,,,,,,
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,726,Benefit fraud,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,190,Benefits advice and assessment,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,58,Council tax account enquiries,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,65,Council tax benefit appeals,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,62,Council tax benefit backdated claims,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,64,Council tax benefit current claim,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,63,Council tax benefit new claim,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,66,Council tax benefit overpayments,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,67,Council tax benefit renewal,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,287,Direct payments,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,1148,Discretionary Housing Payment,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,1534,Employment and support allowance,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,72,Housing benefit appeals,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,68,Housing benefit backdated claims,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,70,Housing benefit current claim,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,69,Housing benefit new claim,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,71,Housing benefit overpayments,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,73,Housing benefit renewal,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,1545,Jobseekers allowance,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,1795,Local crisis payment,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,1147,Local Housing Allowance,Service,Live
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,1360,Starting work benefits,Service,Discontinued
51,Benefits,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,1652,Universal credit,Service,Live
52,Council tax,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,57,Council tax annual notification,Service,Live
52,Council tax,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,1763,Council tax appeals,Service,Live
52,Council tax,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,61,Council tax band reductions,Service,Live
52,Council tax,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,59,Council tax discount,Service,Live
52,Council tax,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,60,Council tax exemptions,Service,Live
53,Money and debt advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,651,Debt counselling,Service,Live
53,Money and debt advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,1520,Debt enforcement,Service,Live
53,Money and debt advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,676,Legal advice,Service,Live
53,Money and debt advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,50,Council tax and benefits,Council tax and benefits,,contains,189,Welfare rights advice,Service,Live
54,Education and learning,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,,,,,,,,,
55,Adult education,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,54,Education and learning,Education and learning,,contains,27,Adult education courses,Service,Live
